PhraseId	SentenceId	Phrase	Sentiment
39	1	microsoft azure platform gained lot popularity recently world cloud computing premium partner catapult systems designed free bootcamp interested learning cloud technologies focusing microsoft azure best thing course carry seven weeks provide videos week watch ease also provide free certificate completion end course however requires enter promo code application form virtualcloud	0
40	1	online marketing advertising courses genm	0
41	1	prerequisites none	0
42	1	free certificate yes	0
43	1	course creator genm	0
44	1	genm provides handson marketing experience free online courses help students launch careers intro marketing advanced lessons content marketing paid advertising genm free marketing courses great option anyone wanting launch career marketing genm free courses accessed via website free app click enroll	0
45	1	microsoft office training center multiple courses	0
46	1	prerequisites none	0
47	1	free certificate	0
48	1	course creator microsoft	0
49	1	whether professional accountant doctor clerk always need microsoft office products word excel powerpoint manage edit data purpose decided share amazing opportunity get familiar products watching detailed video lessons created microsoft yes become ms office guru free showoff amazing skills colleagues make jealous click enroll	0
50	1	windows server administration fundamentals	0
51	1	prerequisites none	0
75	1	want learn oracle database sql works want become master databases amazing free boot camp created oracle give great start course teach build databases scratch learn proper ways designing tables data modeling joins aggregators views insert delete update functions much also grant free certificate completion end course click enroll	0
53	1	course creator microsoft virtual academy	0
54	1	microsoft widely known server management products around world also offer number server management related certifications professionals microsoft windows server popular server operating systems world currently almost ever enterprise uses os manage work spaces want make career server administrator free course microsoft virtual academy get started although receive certificate end course earn points enable recognize mva portal among professionals also offer promotions valuable learners click enroll	0
55	1	related free web development courses certifications	0
56	1	digital marketing certification google	0
57	1	prerequisites none	0
58	1	free certificate yes	0
59	1	course creator google	0
60	1	want become expert online marketing skyrocket online business course real game changer google offering free online marketing certification incredible right enable learn digital marketing skills business also add awesome badge cv looking similar job whether deserve got ta take advantage opportunity click enroll	0
61	1	bachelors computer science online degree	0
62	1	prerequisites none	0
63	1	free certificate yes	0
64	1	course creator university people	0
65	1	wait tuitionfree online bachelors degree yes true university people accredited distance education accrediting commission offering online bachelor degree computer sciences accredited united states means degree recognized countries university california berkley even offers transferring whole degree university top performing students amazing make clear tuitionfree degree admission fee per exam fee involved still need invest little savings account earn degree click enroll	0
66	1	cisco certified network associate cybrary	0
67	1	prerequisites none	0
68	1	free certificate yes	0
69	1	course creator cybrary	0
70	1	know tough cisco networking certifications exam fees quite heavy stash time want become networking gurus dream architects whole network infrastructure offices enterprises well luck cybrary offering free cisco ccna training course free certification course able learn almost topics covered ccna curriculum including configuring troubleshooting lan wan environments click enroll	0
71	1	oracle database sql boot camp	0
72	1	prerequisites none	0
73	1	free certificate yes	0
74	1	course creator oracle	0
75	1	want learn oracle database sql works want become master databases amazing free boot camp created oracle give great start course teach build databases scratch learn proper ways designing tables data modeling joins aggregators views insert delete update functions much also grant free certificate completion end course click enroll	0
76	1	engineering	0
77	1	robotics	0
78	1	prerequisites linear algebra calculus basic knowledge computer programming	0
79	1	free certificate yes	0
80	1	course creator columbia university	0
81	1	course engineers tobe engineers want step game develop expertise robotics remember advanced level course requires background knowledge linear algebra calculus basic programming skills course teach represent spatial relationships manipulate robotic arms program mobile robots develop future applications robots click enroll	0
82	1	introduction aeronautical engineering	0
83	1	prerequisites none	0
84	1	free certificate yes	0
85	1	course creator delft university technology	0
86	1	looking make career aeronautical engineer might best deal delft university technology created amazing course willing pursue aeronautical engineering degrees course give detailed introduction aerodynamics progress advanced details also learn flight performance measures fasten seat belt signup opportunity click enroll	0
87	1	systems engineering	0
88	1	prerequisites none	0
89	1	free certificate	0
90	1	course creator alison	0
91	1	systems engineering always one major fields engineering world course teach design manage complex engineering projects throughout life cycle introductory course need specific background knowledge two main skill learn course system modelling diagramming course completes required undertake assessment exam score receive free certificate click enroll	0
92	1	interactive graphics	0
93	1	prerequisites basic programming skills	0
94	1	free certificate	0
95	1	course creator autodesk	0
96	1	probably coolest skill every engineer would love learn creating stunning interactive graphics autodesk already mind developed free course get hands graphics course start basic principles computer graphics work meshes transforms materials cameras animation course go months average pace also interactive quizzes exams click enroll	0
97	1	google sketchup modeling	0
98	1	prerequisites none	0
99	1	free certificate yes	0
100	1	course creator google	0
101	1	familiar google sketchup software developed google modelling used architects mechanical civil engineers graphic designers produce models animations google created free certification course want develop skills modeling animation introductory expert level course require background skills course involve final assessment pass receive free certificate google click enroll	0
102	1	accounts finance	0
103	1	accax multiple courses	0
104	1	prerequisites none	0
105	1	free certificate	0
106	1	course creator acca edx epigeum	0
107	1	accax online study program created acca edx epigeum help students learn acca courses globally offering subjects free program namely introduction finance management accounting intermediate financial management accounting advanced courses offered affordable prices course like free courses decide want spend money advanced courses tobe accountants take advantage golden opportunity click enroll	0
108	1	introduction financial accounting	0
109	1	prerequisites none	0
110	1	free certificate	0
111	1	course creator university pennsylvania	0
112	1	new realm accounting finance looking something get started course created university pennsylvania give kickstart however two options take course either purchase course participate quizzes exams get certificate completion take course free learning video lectures leaving without certificate coursera offers opportunity enroll free afford fee click enroll	0
113	1	diploma accounting advanced controls transactions	0
114	1	prerequisites basic business know	0
115	1	free certificate yes	0
116	1	course creator global text project	0
117	1	looking specialize business accounting free diploma free exam certificate get rolling course get indepth knowledge transactions controls processes used record transactions business enable take lead among fellow accountants also valuable addition cv click enroll	0
118	1	quickbooks pro	0
119	1	prerequisites none	0
120	1	free certificate	0
121	1	course creator simon sez	0
122	1	might real eyeopener accountants book keepers already know quickbooks one leading software used accounting book keeping good command might far getting dream job problem quickbooks courses training really expensive decent income think twice pursuing worry got covered found free course guys click enroll	0
123	1	bachelors science business administration online degree	0
124	1	prerequisites none	0
125	1	free certificate yes	0
126	1	course creator university people	0
127	1	online degree offered university people accredited distance education accrediting commission students around world completely tuitionfree however admission free exam fee course involved unsure whether degree accepted countries since accredited government institution accepted anywhere university california also recognizes degree allows outstanding students transfer credits click enroll	0
128	1	human resources hr	0
129	1	preparing manage human resources	0
130	1	prerequisites none	0
131	1	free certificate	0
132	1	course creator university minnesota	0
133	1	university minnesota created free course students want pursue careers human resources recent years hr become important part corporate sector research shows companies focus hr along primary objectives satisfied employees retention periods much higher compared companies course teach effectively manage important organizational assets ie employees click enroll	0
134	1	human resources course	0
135	1	prerequisites none	0
136	1	free certificate yes	0
137	1	course creator	0
138	1	case wondering yes course human resources earn free certificate achievement well australia based organization offers free courses students world particular hr course gained lot popularity covers almost aspects hr management including staff recruitment retention performance management course also involve quizzes assessments able clear final assessment get free certificate achievement cool right click enroll	0
139	1	diploma human resources	0
140	1	prerequisites none	0
141	1	free certificate yes	0
142	1	course creator alison	0
143	1	also pursue free diploma human resources make cv shine alison offering free online diploma hr management allow study curriculum take quizzes exams earn free certification diploma teach essentials hr management skills also learn different cultures ethics course want good hr might well know deal everyone matter country race belong click enroll	0
144	1	medical sciences	0
145	1	introduction medical coding	0
146	1	prerequisites none	0
147	1	free certificate yes	0
148	1	course creator	0
149	1	medical students feeling left anymore free online training real gem health care professionals offering free course medical coding learn application coding systems used code inpatient outpatient medical services click enroll	0
150	1	online medical terminology course	0
151	1	prerequisites none	0
152	1	free certificate	0
153	1	course creator des moines university	0
154	1	tobe doctors health care professionals course amazing opportunity get familiar medical terminology come across entire careers right impress fellow colleagues students starting medical studies course designed des moines university completely free take however want certificate participation end course invest get click enroll	0
155	1	cpr aed certification course	0
156	1	prerequisites basic healthcare know	0
157	1	free certificate yes	0
158	1	course creator national cpr foundation	0
159	1	might one useful courses entire careers prepares worst situations encounter certification course free take course learn perform cpr right way children adults also learn fibrillation use automated external defibrillator aed good news giving exam completing course receive free digital certificate free pvc vinyl wallet card mail click enroll	0
160	1	fundamentals clinical trials	0
161	1	prerequisites background biostatistics epidemiology	0
162	1	free certificate yes	0
163	1	course creator harvard university	0
164	1	must heard clinical trials right medicines first gone different phases clinical trials get approved fda well course teach clinical trials actually take place learn scientific statistical ethical aspects clinical trials research course created harvard university reason taking click enroll	0
165	1	bonus courses	0
166	1	architectural imagination	0
167	1	prerequisites none	0
168	1	free certificate yes	0
169	1	course creator harvard university	0
170	1	new field architecture might want take free course created harvard university course teach fundamentals architecture diving deep important buildings designs history course require kind knowledge architecture things required passion curiosity click enroll	0
171	1	inside ielts preparing test experts	0
172	1	prerequisites none	0
173	1	free certificate	0
174	1	course creator university cambridge	0
175	1	always dreamed ielts idea start free ielts preparation course get mark best part learning best instructors cambridge university duration weeks incredible offer students want travel different countries study work heck take course improve english also get certificate completion participation little price click enroll	0
176	1	law nonlawyers	0
177	1	prerequisites none	0
178	1	free certificate	0
179	1	course creator monash university	0
180	1	lawyers want know law works right whether like want know rules regulations make sure step wrong side road right well free course meant us week long course teach exactly law works legal principles rights responsibilities click enroll	0
181	1	awesome free online courses certifications could find guys let us know know free opportunities include list enroll may courses want become gurus fields study thank us sharing knowledge	0
182	2	teached wrong school	0
183	2	school preparing us life brainwashing us become easily controlled citizen	0
184	2	spend childhood finland went full secondary education plan means studying years years primary school years junior high school years high school last years voluntary	0
185	2	finnish school system may bit different countries still relatively western countries	0
186	2	remember learning much first years except read write count focus time perhaps age learning enough instead focus junior high school high school	0
187	2	things taught	0
188	2	health education	0
189	2	telling danger tobacco alcohol drugs surely important health education done nothing count forcing children eat disgusting food served school education eat healthy	0
190	2	sex education	0
191	2	knew everything sexual transmitted diseases get pregnant use condom never teached us important thing interact opposite sex	0
192	2	remember one time sex education class teacher asked everyone us write question anonymously sex would answer asked find partner guess question totally ignored stupid questions like buy condom discussed took many years till taught answer question pua pick artist community	0
193	2	laws country	0
194	2	guessed right years school high school single class teached laws country luckily voluntary classed topic took students	0
195	2	stuff told basic funny thing look gap knowledge taught school require university supposed go right high school fyi gap chemistry physics math	0
196	2	human rights	0
197	2	absolutely even know thing human right children	0
198	2	get job get job interview	0
199	2	told study long enough would magically get well paid job one told us would happen	0
200	2	economics money	0
201	2	oh never told nothing economic system works money created things like actions government left untouched	0
202	2	politics	0
203	2	taught kind political parties finland voting system works never told government trust politicians first place guess reason scum elected	0
204	2	things taught much	0
205	2	math science	0
206	2	finishing school us practically base level specialists science although bad thins totally unnecessary us actually went study science would need knowledge later life	0
207	2	also cause huge depression among lot students especially girls bad liked math science even understand told never use real life	0
208	2	history religion culture	0
209	2	liked subject learning way much knowledge different cultures bring value takes space brain teaching us religions basically giant fairytale insane also quite funny taught us almost everything happened past never told us governments killed million unarmed people century always individuals like hitler stalin someone else never government institution fact people commit murders	0
210	2	finnish language	0
211	2	time spent school studying finnish language actual subject classes thing ever class spent half time writing reports stuff thing finnish classes writing wrote much graduating everyone us could become professional writer	0
212	2	propaganda	0
213	2	luckily kid much lgbt feminist intercultural propaganda quite lot green propaganda already example spend half chemistry classes learning recycle led growing brainwashed greengeneration believes crap cutting emissions even question global warming seeing going today afraid imagine kind lunatics years today children grow	0
214	2		0
215	2	school system designed raise smart individuals capable independent thinking government want kind population hard control people smart might realize fucked stop madness government wants raise sheep smart enough produce labor force stupid enough question anything never teach critical thinking school tell us truth comes authority deceived whole life hard suddenly wake adult	0
216	2	bonus	0
217	2	wwii ended germany lost know first thing allies changed occupied territory	0
218	2	replaced teachers kids told new propaganda guild germany fault alone war started	0
219	2	forgot pray school lockdown	0
220	2	midst fear misplaced faith	0
221	2	advice juniors	0
222	2	go profile avijit thawani	0
223	2	avijit thawani	0
224	2	may	0
225	2	inexhaustive list tips could think top head right tips follow last tip generic	0
226	2	joining research get workshop paper published top tier conference arrange funding attend feel motivation build travel international conferences concern try codscomad hyderabad data science machine learning alternatively apply research internship drdo iits ias iisc foreign	0
227	2	year watch film yes man follow opportunity gets wasted whether dance sports theatre think talks arbitrary contests room meant sleeping books meant week exams unless want change branch find something work makes jump bed morning keeps awake till late night	0
228	2	year seek professionalism explore breadth depth feasible career directions intern startup bangalore work professor iisc international university learn judge lot yet	0
229	2	year figure shit connect dots life excited long enough become career biased towards currently interests think longterm currently sports always prolific speaker school maybe speaking thing unless extracurricular forced	0
230	2	year skip passion finding trail focus next place want choose best destination goddamn sweat studying years jee cracked india best job security safety net show equal zeal next months software industry competitive programming research arrange recommendation letters make stellar resume read everything applying list options us crack gre toefl mba attend coaching give mocks regularly upsc late start preparing try next year curse system unfair pcm little engineering algorithms little software engineering memorizing magoos words little research aptitude yet remember iit thanks fact good making mcq guesses stop crying get whatever needs done	0
231	2	generic	0
232	2	read books memestweetsblog posts enroll online courses read slideshows ebooks	0
233	2	make notes revise regularly	0
234	2	refrain time wasting temporary highs like drugs alcohol hookups social media gaming tv series etc engage productive long term highs like networking traveling relationship serious dating books courses gymming writing	0
235	2	know thyself affects working efficiency set mood right incentivizes read	0
236	2	seek help part old institution yet believe tiny little problems unique one alums seniors juniors teachers ever faced reach talk heart surprised easy navigate problems way ask advice almost like drinking water everybody knows cure half illnesses yet nobody anyway	0
237	3	things computer science degree	0
238	3	answer necessarily go get one	0
239	3	want get job computerrelated field perhaps software engineer one problem degree degree computer science	0
240	3	two things come mind	0
241	3	get computer science degree	0
242	3	find another thing passionate	0
243	3	computer science degree valuable probably deciding factor whether end job love	0
244	3	looking software engineering job degree computer science	0
245	3	find ways demonstrate expertise	0
246	3	network network network	0
247	3	practice white board interviews types technical interviews life depended	0
248	3	find ways demonstrate expertise	0
249	3	lot ways show know say know	0
250	3	complete relevant program freecodecamp offer certifications following disciplines responsive web design hours javascript algorithms data structures certification hours front end libraries certification hours data visualization certification hours apis microservices certification hours information security quality assurance certification hours	0
251	3	take courses sololearn come certificates	0
252	3	curriculum coding bootcamp aligns goals pull financially consider understand though might learn code get comprehensive education computer science	0
253	3	develop wellrounded portfolio	0
254	3	contribute opensource projects github	0
255	3	develop online presence writing one way published articles prove know say know	0
256	3	network network network	0
257	3	linkedin underrated platform ever used easy build loyal following almost unforgivable give shot	0
258	3	participate challenges eg js apps show projects	0
259	3	connect recruiters	0
260	3	connect people exactly wish	0
261	3	get feedback resume portfolio	0
262	3	treat profile like portfolio keep updated add relevant coursework certifications add relevant projects	0
263	3	go meetups hackathons	0
264	3	meet people guide right direction	0
265	3	develop portfolio pieces talk interviews	0
266	3	write	0
267	3	writing another underrated form networking publish something work recruiters industry leaders see	0
268	3	connect others industry	0
269	3	talk recruiters even position right	0
270	3	recruiters able get resume portfolio right hands especially company system filtering resumes people without degrees	0
271	3	call later job matching qualifications pops	0
272	3	advocate behalf strong candidates	0
273	3	recruiters give feedback resume portfolio qualifications share hiring managers	0
274	3	practice interviews life depended	0
275	3	white board interviews future get leetcode start practicing another form technical interview future find exactly asked prepare really truly prepare night interview hour two starbucks overprepared thing	0
276	3	algorithms best friends study word algorithm intimidates remind probably know algorithmic thinking realize algorithm set steps something need able think set steps lot different things break	0
277	3	photo christopher gower unsplash	0
278	3	understand getting interview might hardest part entire process might reading thinking even getting called interviews got called interview could prove case go back first two steps ask done faithfully	0
279	3	many companies require computer science degrees nowadays google apple example willing make exceptions strong candidates hand companies extremely picky educational background point even consider skills might worth time	0
280	3	case point contacted recruiter told perfect candidate position rails developer even though rails developer went yale computer science particular company wanted candidates ivy league degrees would allegedly pay whatever asked would relocate learn something oh look red flag	0
281	3	unless fresh high school unless genuinely want go back college worry degree skills ability demonstrate actively network might fine without piece paper	0
282	3	become electrical engineer without degree mechanical civil engineer chemical engineer physicist medical doctor lawyer would possible become software engineer	0
283	3	sure maybe years ago idea automatic computers new way get degree come long way since devoted large number personmillennia subject	0
284	3	states laws limit ability call various kinds engineer education requirements competency tests etc like idea see need software engineering software takes control much lives electric supply water sewer airplanes factories cars door locks etc etc want people write hospital medical records system know bunch things pick streets like security privacy reliability etc	0
285	3	sure going people got degrees subject want switch go back college always become coders afford low pay maybe learn enough experience decades software engineering may suggesting article	0
286	3	necessarily talking learning experience much talking finding way learn everything missed completed cs program	0
287	3	bring interesting point lack standardization engineering titles could entire article	0
288	3	education paramount degree makes engineer highly qualified	0
289	3	someone could graduate b average lowquality cs program end really skilled engineer mit grad could average engineer someone study cs could senior engineer team go google another big tech company observe highperforming engineering team guarantee able guess ones degrees	0
290	4	despite awesome architecture thappar university among top india	0
291	4	international students see india pursuring higher education	0
292	4	teacher many countries never known student wanted study india	0
293	4	educational system reputation rigid antiquated like victorian style england	0
294	4	worked indian professors personally found unable adjust modern teaching techniques seem think silly everyone go educational system experienced india	0
295	4	please note make exception friend hari adn indian embraced educational system us wholeheartedly respected prof rather know indian prof wrote program post office uses read handwritten zip codes envelopes	0
296	4	depends students country	0
297	4	students visit international countries specializations fields future job opportunities learning highly reputed scholars cultural exposure deeper global understanding name	0
298	4	considering india many international students focus cultural exposure usually ofc always arrive exchange programs fulltime programs like deepen understanding indian literature anthropological studies language times study rare disease	0
299	4	overall iits india great international reputation engineering international students arrive specifically iits indeed looking beyond culture focus engineering	0
300	4	hope helps	0
301	4	nothing great honest proud indian indian education system still hierarchical controlled views giver teacher views opinions taker student matter education system rigid exam oriented learning oriented focus individual accomplishments team group learning	0
302	4	many western world visit india higher education many students saarc african countries visit india higher education	0
303	4	information technology favourite discipline students countries register higher studies physiotherapy pharmacy para medical courses another set disciplines witnessing surge students saarc well countries	0
304	4	universities attracting students mangoloia china also english language	0
305	4	searching colleges brother last year seen many portals google search ap working kochin brother wish study somewhere middle areas shortlisted bangalore chennai coimbatore mangalore kochin still dont know major players market get proper guidance rankings online	0
306	4	therefore proper research listing top higher education portals list brief description per research	0
307	4	shikshacom may depend portal running info edge ltd parent company naukricom site quiet easy little bit confusing get almost colleges details running almost years	0
308	4		0
309	4	find many interesting articles less colleges confusing portal dependable portal run education magazine running years	0
310	4	htcampuscom	0
311	4	dependable portal running times internet times india news paper firm easy use internet advertisements present vast colleges options choose running years	0
312	4	campushuntin	0
313	4	easy use website depend run one major recruitment firm firstpayslipcom free guidance service running years	0
314	4	collegeduniacom	0
315	4	easy use website confusing interface running years	0
316	4	collegesearchin	0
317	4	user friendly portal vast knowledge base graphically present market years	0
318	4	mingleboxcom	0
319	4	confusing portal concentration abroad studies still running years depend	0
320	4	pagalguycom	0
321	4	famouse portal northern indian side still running couple years would depend	0
322	4	jagranjoshcom	0
323	4	vast number articles knowledge base written contents graphical presentations still search colleges	0
324	4	youngbuzzcom	0
325	4	last list average contents	0
326	5	pioneering master degree program mit change way graduate students admitted much pay	0
327	5	right mit selects graduate students pretty much way universities students usually college degree take standardized tests like gre must send letters recommendation submit earlier grades	0
328	5	esther duflo thinks mit find better way	0
329	5	gre informative one comes mit nt nearperfect gre anyways duflo says	0
330	5	letters recommendation duflo adds useful come people universities mit faculty familiar practice come university middle nowhere way judge quality application therefore creates lot barriers	0
331	5	duflo cofounder mit poverty action lab measures effectiveness programs aimed helping poor borrowing method used medicine randomized control trials	0
332	5	poverty action lab officially known abdul latif jameel poverty action lab jpal testing programs around world part bold experiment mit allow students take rigorous courses online credit perform well exams apply master degree program campus	0
333	5	anybody could duflo says point nt need gone college matter nt need gone high school	0
334	5	master program data economics development policy duflo says knowledge gained program students able run evaluation projects would know imaginative wellthoughtout programs fail therefore tested field would tools testing	0
335	5	students around world enrolled online	0
336	5	many countries duflo says ten percent students china big group india total countries represented part program even us	0
337	5	among us students kathryn saloom works bostonbased global health nonprofit named pivot	0
338	5	rural madagascar health care delivery probably imagine really tough saloom says lowest spending world spending health care per capita kind come try strengthen entire health system ensure people access quality care	0
339	5	saloom colleagues pivot trying create model universal access quality health care madagascar	0
340	5	saloom took one course new mit program spring planning take two fall says public health words like impact sustainability scalability thrown around without much evidentiary support really talking really mean	0
341	5	hoping five online courses mit hopefully master degree really learn better bridge gap implementation work field research policy	0
342	5	saloom wants know pivot malnutrition program reaching people another appeal take mit accredited courses online kind pace kind reasonable price based earnings saloom says	0
343	5	students take five online courses free pay take final exam class depending income completed online courses students apply oncampus master program students admitted based performance online courses accepted students would spend six months campus spring semester summer semester would required complete capstone project involving field experiment randomized evaluation could current employer would also write master thesis	0
344	5	mit still figuring much first group successful graduates online program would pay admitted oncampus program would based ability pay mit trying raise financial aid cover cost attendance living cambridge first group students scheduled arrive	0
345	5	correction earlier version story misspelled abdul latif jameel poverty action lab regret error	0
346	5	segment aired july	0
347	5	claire sheth four children oldest sophomore lexington high school conversation recalls	0
348	5	said mom friend talking extracurricular activities got like activities hates sheth said	0
349	5	daughter said girl parents chosen activities one	0
350	5	said daughter think parents make choice says worried able get good college sheth said	0
351	5	get latest news boston talking sent inbox day subscribe	0
352	5	students like roger wang nt lot extracurriculars	0
353	5	feel slightly disadvantage got ta play cards dealt wang said	0
354	5	wang runs crosscountry waltham high school chess club highachieving lowincome student graduated high school scholarship rice university starts fall applying college felt could compete wealthier classmates came listing extracurricular activities	0
355	5	obviously kids parents superwealthy lot connections wang said kids go across world help helping father company	0
356	5	want change messages	0
357	5	signal colleges tend sending important us high achievement large numbers achievement said richard weissbourd wants help highachieving lowincome student overscheduled child	0
358	5	says current college admissions process values wrong things	0
359	5	nt whether invested member community good decent person day day weissbourd said want change messages embarked project college admissions deans	0
360	5	weissbourd directs human development psychology program harvard graduate school education got college admissions deans including entire ivy league sign onto project among colleges goals reduce pressure achieve high school students communities highperforming schools like lexington	0
361	5	weissbourd explains project another goal improve access college lowincome students	0
362	5	right lot lowincome kids working support families taking care younger sibling taking care sick relative weissbourd said may hours week count service college applications go costa rica belize month paint house count service nt seem fair us nt seem fair lot folks lot college admissions deans	0
363	5	mit one colleges board idea transforming admissions dean admissions stu schmill says office longer values one kind extracurricular activity another	0
364	5	know lot students significant responsibilities home schmill said work earn money family take care younger siblings elder care take care	0
365	5	application mit reduced number extracurricular activities students list four stopped asking ninth grade	0
366	5	schmill explained else mit changed tells applicants	0
367	5	want students take challenging classes appropriate allow grow learn subjects interested nt need every single subject said	0
368	5	one year project proposal run obstacles one many colleges nt feel afford take lowincome students part nt big endowments	0
369	5	seeking empathy	0
370	5	chief aim project form empathetic college students	0
371	5	sara konrath studied college student empathy researcher university michigan found decline empathy among college students since especially since	0
372	5	konrath skeptical colleges change competitive behavior	0
373	5	admissions criteria set going way game system one thing look good paper saying volunteering regularly involved certain causes ca nt really determine motivation based nt know actually screen properly make sure getting kids trying game system bit said	0
374	5	milton academy rod skinner director college counseling part original group proposed change college admissions skinner acknowledges skepticism says start somewhere	0
375	5	overstressing kids skinner said also driving behavior selfcentered ways unhealthy	0
376	5	skinner suggests high schools decrease pressure deemphasizing advanced placement classes eliminating awards ceremonies	0
377	5	initiative underway year early say working skinner rest group hopeful take whack reforming college admissions	0
378	5	segment aired july	0
379	6	career psychology study guide need	0
380	6	disclaimer think career psychology becoming psychologist helps people saying deep philosophical instaquote worthy stuff get surprised	0
381	6	imagine able get minds people help decipher behavioural patterns imagine able know exact reason behind variation body language person excite let us draw map acquire knowledge skills required make possible	0
382	6	exactly psychology	0
383	6	psychology art science human mind functions human mind especially affecting behaviour given circumstance psychology study conscious unconscious elements human mind thoughts feelings psychology aims understand behaviours individuals groups general principals research specific cases psychology concerned complex ways patterns people think feel behave communicate perceive world	0
384	6	sounds interesting thinking career psychology complement personal goals right wondering job field make happy daily basis	0
385	6	hold let dig little deeper pool career psychology see right fit	0
386	6	career psychology	0
387	6	career psychology gives one opportunity change people lives helping selfdiscover understand better improving mental condition apart helping people also allows one add humanity research work help broaden understanding students teaching field study	0
388	6	pros career psychology	0
389	6	bright job outlook large population world fighting wars minds need psychology experts rise nowadays school hospital every organisation employs psychologists counsellors professionals field	0
390	6	high earning potential keep gaining experience value pf skills keeps increasing making career psychology highly promising career high earning potential	0
391	6	satisfaction helping others psychology one fields provides one opportunity directly help consumers matter much earn career psychology earn helping others feel better satisfying	0
392	6	multiple areas specialisation based interests preferences choose amongst wide range specialisation choices come career psychology	0
393	6	cons career psychology	0
394	6	extensive education training choose mould career psychology signing directly interacting people seeking help calls high responsibility needs backed extensive education training	0
395	6	get stressful draining well lets face helping people fight internal wars making feel better amazing idea constantly involved sometimes get stressful draining	0
396	6	top universities study psychology	0
397	6	stanford university	0
398	6	ranked one world top universities stanford university established consists undergraduate postgraduate academic departments professional schools department psychology stanford university dedicated towards training scientists work advance theory create knowledge helps us address realworld problems	0
399	6	university college london	0
400	6	public research university located london united kingdom university college london ucl constituent college federal university london psychology university college london involves largest number researchers uk research across various aspects field teaching undergraduate postgraduate level leadership development psychology profession	0
401	6	princeton university	0
402	6	ivy league research university princeton university fourtholdest institution higher education united states graduate program princeton university offers specialization diverse areas including cognitive neuroscience perception cognition developmental psychology behavioral economics language learning memory psychology inequality social psychology systems neuroscience social neuroscience interdisciplinary programs leading joint degrees psychology neuroscience psychology social policy also offered	0
403	6	university chicago	0
404	6	founded university chicago composed undergraduate college various graduate programs interdisciplinary committees organized five academic research divisions seven professional schools since founding department psychology university chicago known scientific research scholarship cuts across traditional disciplinary boundaries today broad integrative vision psychological science reflected diversity laboratories collaborations within department well research initiatives connect psychology areas university beyond	0
405	6	university pennsylvania	0
406	6	another private ivy league research university university pennsylvania founded university four undergraduate schools provide combined undergraduate majors engineering humanities business natural sciences well twelve graduate professional schools department psychology university pennsylvania oldest continuously functioning psychology department north america	0
407	6	duke university	0
408	6	founded duke university private research university north carolina admission duke defined us news world report selective duke department psychology neuroscience five graduate training areas clinical psychology cognition cognitive neuroscience developmental psychology social psychology systems integrative neuroscience	0
